gene_id,gene_name,gene_type,chr,X1kb_up_tss_start,strand,number_of_dbp
ENSG00000087077.14,TRIP6,protein_coding,chr7,100866387,+,0
ENSG00000087087.20,SRRT,protein_coding,chr7,100874103,+,6
ENSG00000176125.6,UFSP1,protein_coding,chr7,100888716,-,1
ENSG00000087085.15,ACHE,protein_coding,chr7,100895975,-,1
ENSG00000169894.18,MUC3A,protein_coding,chr7,100948534,+,2
ENSG00000274993.1,AC254629.1,lncRNA,chr7,100967125,-,0
ENSG00000205277.9,MUC12,protein_coding,chr7,100968623,+,0
ENSG00000227053.1,AC105446.1,lncRNA,chr7,101016609,-,1
ENSG00000169876.14,MUC17,protein_coding,chr7,101019072,+,0
ENSG00000169871.13,TRIM56,protein_coding,chr7,101084481,+,5
ENSG00000106366.8,SERPINE1,protein_coding,chr7,101126089,+,6
ENSG00000106367.15,AP1S1,protein_coding,chr7,101153456,+,4
ENSG00000128564.7,VGF,protein_coding,chr7,101164570,-,2
ENSG00000167011.9,NAT16,protein_coding,chr7,101179294,-,0
ENSG00000106384.12,MOGAT3,protein_coding,chr7,101200039,-,2
ENSG00000106397.12,PLOD3,protein_coding,chr7,101217421,-,2
ENSG00000106400.12,ZNHIT1,protein_coding,chr7,101217165,+,6
ENSG00000106404.13,CLDN15,protein_coding,chr7,101237821,-,0
ENSG00000214253.9,FIS1,protein_coding,chr7,101251317,-,1
ENSG00000232301.2,LNCPRESS1,lncRNA,chr7,101298578,+,1
ENSG00000232445.2,AC006329.1,lncRNA,chr7,101307270,+,3
ENSG00000128581.17,IFT22,protein_coding,chr7,101320824,-,2
ENSG00000160963.14,COL26A1,protein_coding,chr7,101361875,+,2
ENSG00000233123.1,LINC01007,lncRNA,chr7,101568007,-,0
ENSG00000106436.7,MYL10,protein_coding,chr7,101628297,-,0
ENSG00000257923.11,CUX1,protein_coding,chr7,101814904,+,3
ENSG00000259294.1,AC005096.1,lncRNA,chr7,101823730,-,0
ENSG00000272219.1,AC005072.1,lncRNA,chr7,101959116,+,0
ENSG00000261535.1,AC005086.2,lncRNA,chr7,102153464,-,1
ENSG00000160999.10,SH2B2,protein_coding,chr7,102284091,+,1
ENSG00000260097.3,SPDYE6,protein_coding,chr7,102355445,-,0
ENSG00000128563.13,PRKRIP1,protein_coding,chr7,102362872,+,4
ENSG00000239480.1,AC073517.1,lncRNA,chr7,102433781,-,0
ENSG00000160991.16,ORAI2,protein_coding,chr7,102432106,+,0
ENSG00000160993.4,ALKBH4,protein_coding,chr7,102463864,-,1
ENSG00000161036.13,LRWD1,protein_coding,chr7,102463956,+,5
ENSG00000005075.15,POLR2J,protein_coding,chr7,102477908,-,0
ENSG00000170667.14,RASA4B,protein_coding,chr7,102516782,-,0
ENSG00000168255.20,POLR2J3,protein_coding,chr7,102571654,-,0
ENSG00000284981.1,UPK3BL2,protein_coding,chr7,102542850,-,0
ENSG00000270249.2,AC093668.1,protein_coding,chr7,102591445,-,0
ENSG00000205238.9,SPDYE2,protein_coding,chr7,102550232,+,0
ENSG00000285437.1,POLR2J3,protein_coding,chr7,102571584,-,0
ENSG00000105808.17,RASA4,protein_coding,chr7,102615758,-,0
ENSG00000279168.2,AC105052.4,lncRNA,chr7,102678296,-,0
ENSG00000205236.6,AC105052.1,protein_coding,chr7,102641870,-,0
ENSG00000267368.1,UPK3BL1,protein_coding,chr7,102641792,-,0
ENSG00000267645.5,AC105052.3,protein_coding,chr7,102670642,-,0
ENSG00000173678.14,SPDYE2B,protein_coding,chr7,102649325,+,0
ENSG00000228049.7,POLR2J2,protein_coding,chr7,102670630,-,0
ENSG00000286830.1,AC105052.5,lncRNA,chr7,102747696,-,2
ENSG00000222011.9,FAM185A,protein_coding,chr7,102747971,+,6
ENSG00000161040.16,FBXL13,protein_coding,chr7,103073844,-,2
ENSG00000128606.13,LRRC17,protein_coding,chr7,102912000,+,0
ENSG00000230257.4,NFE4,protein_coding,chr7,102972522,+,0
ENSG00000236226.1,AC073127.1,lncRNA,chr7,103029104,+,0
ENSG00000170632.14,ARMC10,protein_coding,chr7,103073881,+,6
ENSG00000161048.11,NAPEPLD,protein_coding,chr7,103148561,-,0
ENSG00000105819.14,PMPCB,protein_coding,chr7,103296435,+,6
ENSG00000105821.15,DNAJC2,protein_coding,chr7,103343831,-,2
ENSG00000161057.12,PSMC2,protein_coding,chr7,103343254,+,6
ENSG00000170615.15,SLC26A5,protein_coding,chr7,103445208,-,1
ENSG00000234715.2,AC005064.1,lncRNA,chr7,103444207,+,0
ENSG00000189056.14,RELN,protein_coding,chr7,103988659,-,0
ENSG00000164815.11,ORC5,protein_coding,chr7,104207048,-,2
ENSG00000187416.12,LHFPL3,protein_coding,chr7,104327700,+,0
ENSG00000226869.6,LHFPL3-AS1,lncRNA,chr7,104803108,-,0
ENSG00000225329.3,LHFPL3-AS2,lncRNA,chr7,104925646,-,0
ENSG00000237513.2,AC007384.1,lncRNA,chr7,104939943,+,1
ENSG00000228393.4,LINC01004,lncRNA,chr7,105012045,-,2
ENSG00000239569.3,KMT2E-AS1,lncRNA,chr7,105013322,-,2
ENSG00000005483.21,KMT2E,protein_coding,chr7,105013190,+,6
ENSG00000272918.1,AC005070.3,lncRNA,chr7,105104484,-,0
ENSG00000135250.17,SRPK2,protein_coding,chr7,105398309,-,0
ENSG00000242154.1,AC004884.2,lncRNA,chr7,105303277,+,1
ENSG00000091127.14,PUS7,protein_coding,chr7,105521272,-,1
ENSG00000135249.8,RINT1,protein_coding,chr7,105531169,+,6
ENSG00000185055.11,EFCAB10,protein_coding,chr7,105599876,-,0
ENSG00000272604.1,AC073073.2,lncRNA,chr7,105570083,+,0
ENSG00000146776.14,ATXN7L1,protein_coding,chr7,105875605,-,0
ENSG00000128536.16,CDHR3,protein_coding,chr7,105875796,+,4
ENSG00000008282.8,SYPL1,protein_coding,chr7,106111577,-,1
ENSG00000105835.12,NAMPT,protein_coding,chr7,106285327,-,0
ENSG00000273320.1,AC007032.1,lncRNA,chr7,106284480,+,4
ENSG00000243797.6,AC004917.1,lncRNA,chr7,106769208,-,0
ENSG00000286076.1,AC005050.3,lncRNA,chr7,106424278,+,0
ENSG00000267052.3,AC005050.1,lncRNA,chr7,106597909,-,2
ENSG00000286013.1,AC005050.2,lncRNA,chr7,106623072,+,0
ENSG00000253276.3,CCDC71L,protein_coding,chr7,106660159,-,0
ENSG00000228742.11,LINC02577,lncRNA,chr7,106773955,+,0
ENSG00000105851.11,PIK3CG,protein_coding,chr7,106864278,+,0
ENSG00000005249.13,PRKAR2B,protein_coding,chr7,107043705,+,1
ENSG00000243193.4,AC006387.1,lncRNA,chr7,107132734,-,0
ENSG00000105856.14,HBP1,protein_coding,chr7,107167961,+,0
ENSG00000272072.1,AC004492.1,lncRNA,chr7,107192301,-,0
ENSG00000164597.13,COG5,protein_coding,chr7,107563515,-,0
ENSG00000172209.6,GPR22,protein_coding,chr7,107469018,+,0
ENSG00000105865.11,DUS4L,protein_coding,chr7,107562484,+,0
ENSG00000272854.1,AC004839.2,lncRNA,chr7,107579058,-,0
ENSG00000075790.10,BCAP29,protein_coding,chr7,107578977,+,0
ENSG00000233705.7,SLC26A4-AS1,lncRNA,chr7,107661205,-,0
ENSG00000091137.14,SLC26A4,protein_coding,chr7,107659828,+,1
ENSG00000241764.4,AC002467.1,lncRNA,chr7,107743582,-,2
ENSG00000105879.12,CBLL1,protein_coding,chr7,107742949,+,6
ENSG00000091138.12,SLC26A3,protein_coding,chr7,107802226,-,0
ENSG00000091140.14,DLD,protein_coding,chr7,107890162,+,5
ENSG00000091136.14,LAMB1,protein_coding,chr7,108002188,-,1
ENSG00000273055.1,AC005046.1,lncRNA,chr7,107941116,+,0
ENSG00000091128.13,LAMB4,protein_coding,chr7,108129362,-,0
ENSG00000091129.20,NRCAM,protein_coding,chr7,108455718,-,0
ENSG00000135241.17,PNPLA8,protein_coding,chr7,108568667,-,1
ENSG00000177683.14,THAP5,protein_coding,chr7,108568751,-,1
ENSG00000128590.5,DNAJB9,protein_coding,chr7,108568867,+,5
ENSG00000225647.2,AC005487.1,lncRNA,chr7,108597352,+,0
ENSG00000205174.4,C7orf66,lncRNA,chr7,108883588,-,0
ENSG00000229603.1,AC004014.1,lncRNA,chr7,108908453,+,0
ENSG00000230941.1,AC002386.1,lncRNA,chr7,109325316,-,0
ENSG00000234273.1,AC073071.1,lncRNA,chr7,109596167,-,0
ENSG00000226965.2,AC073114.1,lncRNA,chr7,110533758,-,0
ENSG00000287186.1,AC073326.2,lncRNA,chr7,110589082,+,1
ENSG00000184903.9,IMMP2L,protein_coding,chr7,111561518,-,1
ENSG00000228540.1,AC073326.1,lncRNA,chr7,110724826,-,0
ENSG00000173114.13,LRRN3,protein_coding,chr7,111090006,+,2
ENSG00000128512.22,DOCK4,protein_coding,chr7,112205412,-,2
ENSG00000287011.1,AC003077.1,lncRNA,chr7,111756051,+,0
ENSG00000225572.1,DOCK4-AS1,lncRNA,chr7,111807516,+,0
ENSG00000198839.10,ZNF277,protein_coding,chr7,112205695,+,6
ENSG00000226851.1,AC004112.1,lncRNA,chr7,112408624,-,0
ENSG00000006652.14,IFRD1,protein_coding,chr7,112421968,+,4
ENSG00000181016.9,LSMEM1,protein_coding,chr7,112479853,+,1
ENSG00000223646.2,AC002463.1,lncRNA,chr7,112615440,+,0
ENSG00000146802.13,TMEM168,protein_coding,chr7,112789424,-,0
ENSG00000164603.12,BMT2,protein_coding,chr7,112938876,-,2
ENSG00000234520.6,AC018464.1,lncRNA,chr7,112994678,-,0
ENSG00000164604.12,GPR85,protein_coding,chr7,113086779,-,0
ENSG00000225457.1,AC073346.1,lncRNA,chr7,113099663,+,0
ENSG00000214194.9,SMIM30,protein_coding,chr7,113117561,-,1
ENSG00000287592.1,AC073348.2,lncRNA,chr7,113493871,-,0
ENSG00000154415.8,PPP1R3A,protein_coding,chr7,114074921,-,0
ENSG00000128573.25,FOXP2,protein_coding,chr7,114085327,+,3
ENSG00000224595.1,AC073626.1,lncRNA,chr7,114418876,-,0
ENSG00000282859.1,AC003992.1,lncRNA,chr7,114559961,+,0
ENSG00000135272.10,MDFIC,protein_coding,chr7,114921154,+,0
ENSG00000225535.7,LINC01393,lncRNA,chr7,115029564,+,0
ENSG00000233607.1,LINC01392,lncRNA,chr7,115230356,-,0
ENSG00000242072.1,AC092590.1,lncRNA,chr7,115675330,-,0
ENSG00000240973.1,AC093714.1,lncRNA,chr7,115681619,-,0
ENSG00000243345.1,AC093714.2,lncRNA,chr7,115788729,+,0
ENSG00000105967.16,TFEC,protein_coding,chr7,116158897,-,0
ENSG00000135269.18,TES,protein_coding,chr7,116209506,+,3
ENSG00000243243.5,AC073130.2,lncRNA,chr7,116326897,-,0
ENSG00000237813.4,AC002066.1,lncRNA,chr7,116498466,-,0
ENSG00000237870.6,AC073130.1,lncRNA,chr7,116285735,-,0
ENSG00000105971.15,CAV2,protein_coding,chr7,116286380,+,0
ENSG00000105974.12,CAV1,protein_coding,chr7,116524001,+,1
ENSG00000235427.1,AC006159.1,lncRNA,chr7,116550970,-,0
ENSG00000243220.1,AC006159.2,lncRNA,chr7,116570235,-,0
ENSG00000231210.3,LINC01510,lncRNA,chr7,116662830,-,0
ENSG00000105976.15,MET,protein_coding,chr7,116671196,+,6
ENSG00000198898.14,CAPZA2,protein_coding,chr7,116810070,+,3
ENSG00000227199.1,ST7-AS1,lncRNA,chr7,116953335,-,0
ENSG00000004866.20,ST7,protein_coding,chr7,116952238,+,3
ENSG00000214188.9,ST7-OT4,lncRNA,chr7,116952899,+,4
ENSG00000228368.1,AC106873.1,lncRNA,chr7,116966473,-,0
ENSG00000226367.6,ST7-AS2,lncRNA,chr7,117145481,-,0
ENSG00000287829.1,AC002542.6,lncRNA,chr7,117096263,-,1
ENSG00000105989.10,WNT2,protein_coding,chr7,117322153,-,0
ENSG00000238202.1,AC002465.1,lncRNA,chr7,117299861,+,0
ENSG00000286390.1,AC002465.2,lncRNA,chr7,117349097,-,0
ENSG00000154438.8,ASZ1,protein_coding,chr7,117427124,-,0
ENSG00000001626.15,CFTR,protein_coding,chr7,117464784,+,0
ENSG00000232661.1,CFTR-AS1,lncRNA,chr7,117563677,-,0
ENSG00000083622.8,AC000061.1,lncRNA,chr7,117646416,-,0
ENSG00000077063.11,CTTNBP2,protein_coding,chr7,117873140,-,0
ENSG00000234826.1,AC003084.1,lncRNA,chr7,118003046,-,0
ENSG00000128534.8,LSM8,protein_coding,chr7,118183144,+,5
ENSG00000106013.15,ANKRD7,protein_coding,chr7,118213669,+,0
ENSG00000287827.1,AC002529.1,lncRNA,chr7,118510942,+,0
ENSG00000225546.6,LINC02476,lncRNA,chr7,119906398,-,1
ENSG00000233417.2,AC004946.1,lncRNA,chr7,120226214,-,0
ENSG00000233969.2,AC004946.2,lncRNA,chr7,120165443,+,0
ENSG00000184408.10,KCND2,protein_coding,chr7,120272175,+,2
ENSG00000231295.1,AC004888.1,lncRNA,chr7,120751515,-,0
ENSG00000106025.9,TSPAN12,protein_coding,chr7,120857403,-,1
ENSG00000071243.16,ING3,protein_coding,chr7,120949763,+,6
ENSG00000106034.18,CPED1,protein_coding,chr7,120987697,+,2
ENSG00000287554.1,AC006364.1,lncRNA,chr7,121308843,-,0
ENSG00000002745.13,WNT16,protein_coding,chr7,121324367,+,0
ENSG00000196937.11,FAM3C,protein_coding,chr7,121395365,-,2
ENSG00000227743.2,AC004875.1,lncRNA,chr7,121685364,-,0
ENSG00000106278.12,PTPRZ1,protein_coding,chr7,121872089,+,1
ENSG00000008311.15,AASS,protein_coding,chr7,122143256,-,0
ENSG00000234418.2,AC015983.2,lncRNA,chr7,122143405,+,4
ENSG00000128610.12,FEZF1,protein_coding,chr7,122309692,-,0
ENSG00000230316.7,FEZF1-AS1,lncRNA,chr7,122302658,+,1
ENSG00000081803.16,CADPS2,protein_coding,chr7,122885760,-,0
ENSG00000240499.7,AC004594.1,lncRNA,chr7,122327469,+,0
ENSG00000188050.3,RNF133,protein_coding,chr7,122698118,-,0
ENSG00000235631.2,RNF148,protein_coding,chr7,122701923,-,0
ENSG00000128519.3,TAS2R16,protein_coding,chr7,122994701,-,0
ENSG00000226680.2,AC073311.1,lncRNA,chr7,123102590,-,0
ENSG00000081800.9,SLC13A1,protein_coding,chr7,123198973,-,0
ENSG00000164675.11,IQUB,protein_coding,chr7,123534078,-,2
ENSG00000232524.1,AC073323.1,lncRNA,chr7,123455629,+,0
ENSG00000128609.15,NDUFA5,protein_coding,chr7,123556905,-,1
ENSG00000146809.13,ASB15,protein_coding,chr7,123566010,+,0
ENSG00000230442.5,AC006333.1,lncRNA,chr7,123623958,-,1
ENSG00000170807.12,LMOD2,protein_coding,chr7,123654866,+,0
ENSG00000106299.8,WASL,protein_coding,chr7,123748004,-,2
ENSG00000272686.1,AC006333.2,lncRNA,chr7,123748068,+,6
ENSG00000106302.10,HYAL4,protein_coding,chr7,123827983,+,0
ENSG00000106304.15,SPAM1,protein_coding,chr7,123924237,+,0
ENSG00000241345.1,AC004690.2,lncRNA,chr7,123993622,+,0
ENSG00000234224.3,TMEM229A,protein_coding,chr7,124032068,-,0
ENSG00000242593.7,AC006148.1,lncRNA,chr7,124031126,+,1
ENSG00000243574.2,AC006148.2,lncRNA,chr7,124287853,-,0
ENSG00000241324.1,AC004930.1,lncRNA,chr7,124348861,-,0
ENSG00000230268.3,SSU72P8,protein_coding,chr7,124475371,+,0
ENSG00000170775.3,GPR37,protein_coding,chr7,124764793,-,0
ENSG00000275356.4,C7orf77,protein_coding,chr7,124789811,-,0
ENSG00000128513.16,POT1,protein_coding,chr7,124928984,-,2
ENSG00000224897.8,POT1-AS1,lncRNA,chr7,124928873,+,5
ENSG00000224899.1,LINC02830,lncRNA,chr7,125152612,-,0
ENSG00000219445.2,AC019155.2,lncRNA,chr7,125263292,-,0
ENSG00000197462.3,AC003975.1,lncRNA,chr7,125916871,+,0
ENSG00000241921.1,AC000372.1,lncRNA,chr7,126377970,+,0
ENSG00000179603.17,GRM8,protein_coding,chr7,127252295,-,1
ENSG00000287702.1,AC002057.2,lncRNA,chr7,126494312,+,0
ENSG00000287568.1,AC002057.1,lncRNA,chr7,126532665,+,0
ENSG00000236340.6,AC000099.1,lncRNA,chr7,127214127,+,0
ENSG00000048405.10,ZNF800,protein_coding,chr7,127430925,-,0
ENSG00000224138.1,AC000123.1,lncRNA,chr7,127349128,+,0
ENSG00000226770.1,AC000124.1,lncRNA,chr7,127475883,+,0
ENSG00000179562.3,GCC1,protein_coding,chr7,127592612,-,0
ENSG00000004059.11,ARF5,protein_coding,chr7,127587386,+,5
ENSG00000106328.10,FSCN3,protein_coding,chr7,127590409,+,0
ENSG00000106331.17,PAX4,protein_coding,chr7,127617143,-,0
ENSG00000240790.1,AC073934.1,lncRNA,chr7,127651013,-,1
ENSG00000197157.11,SND1,protein_coding,chr7,127651194,+,5
ENSG00000279078.1,SND1-IT1,lncRNA,chr7,127996597,+,0
ENSG00000128594.8,LRRC4,protein_coding,chr7,128031108,-,0
ENSG00000174697.5,LEP,protein_coding,chr7,128240278,+,0
ENSG00000272915.1,AC018635.2,lncRNA,chr7,128263890,-,0
ENSG00000106344.8,RBM28,protein_coding,chr7,128342909,-,1
ENSG00000224940.8,PRRT4,protein_coding,chr7,128360686,-,0
ENSG00000106348.18,IMPDH1,protein_coding,chr7,128409253,-,0
ENSG00000273184.1,AC010655.4,lncRNA,chr7,128454840,+,4
ENSG00000135245.10,HILPDA,protein_coding,chr7,128454849,+,4
ENSG00000240758.2,AC010655.2,lncRNA,chr7,128454937,+,4
ENSG00000165055.15,METTL2B,protein_coding,chr7,128475729,+,6
ENSG00000273270.1,AC090114.2,lncRNA,chr7,128530070,-,1
ENSG00000242588.6,AC108010.1,lncRNA,chr7,128573751,+,0
ENSG00000271553.1,AC018638.7,lncRNA,chr7,128666043,+,2
ENSG00000205085.11,FAM71F2,protein_coding,chr7,128671288,+,1
ENSG00000271344.1,AC018638.6,lncRNA,chr7,128689451,+,0
ENSG00000135248.15,FAM71F1,protein_coding,chr7,128708061,+,0
ENSG00000128595.17,CALU,protein_coding,chr7,128738292,+,6
ENSG00000128617.2,OPN1SW,protein_coding,chr7,128774791,-,0
ENSG00000128596.17,CCDC136,protein_coding,chr7,128789757,+,1
ENSG00000128591.15,FLNC,protein_coding,chr7,128829377,+,0
ENSG00000242902.1,FLNC-AS1,lncRNA,chr7,128861627,-,3
ENSG00000135253.13,KCP,protein_coding,chr7,128909720,-,0
ENSG00000128524.5,ATP6V1F,protein_coding,chr7,128861856,+,6
ENSG00000272899.4,ATP6V1FNB,protein_coding,chr7,128865330,+,0
ENSG00000128604.20,IRF5,protein_coding,chr7,128936457,+,2
ENSG00000064419.13,TNPO3,protein_coding,chr7,129054174,-,1
ENSG00000230626.4,AC011005.1,protein_coding,chr7,129125518,+,0
ENSG00000158457.6,TSPAN33,protein_coding,chr7,129143707,+,4
ENSG00000128602.11,SMO,protein_coding,chr7,129187633,+,5
ENSG00000243230.1,AC011005.4,lncRNA,chr7,129212546,-,1
ENSG00000158467.16,AHCYL2,protein_coding,chr7,129224023,+,6
ENSG00000286722.1,AC009244.2,lncRNA,chr7,129373487,-,0
ENSG00000128578.10,STRIP2,protein_coding,chr7,129433432,+,2
ENSG00000240204.3,SMKR1,protein_coding,chr7,129501531,+,2
ENSG00000273329.1,AC078846.1,lncRNA,chr7,129610631,-,1
ENSG00000106459.15,NRF1,protein_coding,chr7,129610720,+,5
ENSG00000286380.1,AC084864.2,lncRNA,chr7,129768203,-,0
ENSG00000242078.1,AC084864.1,lncRNA,chr7,129784186,-,0
ENSG00000186591.13,UBE2H,protein_coding,chr7,129951961,-,2
ENSG00000244036.3,AC073320.1,lncRNA,chr7,129952234,+,6
ENSG00000091732.16,ZC3HC1,protein_coding,chr7,130050452,-,1
ENSG00000128607.14,KLHDC10,protein_coding,chr7,130069534,+,5
ENSG00000229196.4,AC087071.1,lncRNA,chr7,130140707,+,0
ENSG00000146842.17,TMEM209,protein_coding,chr7,130206771,-,0
ENSG00000240571.1,AC087071.2,lncRNA,chr7,130172718,+,0
ENSG00000165120.5,SSMEM1,protein_coding,chr7,130205344,+,6
ENSG00000158516.12,CPA2,protein_coding,chr7,130265863,+,0
ENSG00000128510.12,CPA4,protein_coding,chr7,130292134,+,0
ENSG00000158525.15,CPA5,protein_coding,chr7,130343816,+,0
ENSG00000091704.10,CPA1,protein_coding,chr7,130379339,+,0
ENSG00000106477.19,CEP41,protein_coding,chr7,130441434,-,1
ENSG00000259920.1,AC007938.1,lncRNA,chr7,130483393,-,0
ENSG00000272701.3,MESTIT1,lncRNA,chr7,130490034,-,0
ENSG00000106484.16,MEST,protein_coding,chr7,130485171,+,6
ENSG00000270823.1,AC007938.2,lncRNA,chr7,130497428,-,0
ENSG00000158623.14,COPG2,protein_coding,chr7,130667749,-,1
ENSG00000270953.1,AC007938.3,lncRNA,chr7,130506660,+,0
ENSG00000286214.1,AUXG01000058.1,lncRNA,chr7,130537954,+,0
ENSG00000213265.8,TSGA13,protein_coding,chr7,130686433,-,0
ENSG00000287547.1,AC234644.2,lncRNA,chr7,130667852,+,5
ENSG00000266265.3,KLF14,protein_coding,chr7,130733177,-,0
ENSG00000271522.1,AC016831.6,lncRNA,chr7,130789208,+,0
ENSG00000285106.2,AC016831.7,lncRNA,chr7,131109162,-,0
ENSG00000233559.2,LINC00513,lncRNA,chr7,130852720,+,1
ENSG00000226380.9,AC016831.1,lncRNA,chr7,130912311,-,0
ENSG00000271204.1,AC016831.5,lncRNA,chr7,130931207,-,0
ENSG00000273319.1,AC058791.1,lncRNA,chr7,130935464,+,0
ENSG00000231721.7,LINC-PINT,lncRNA,chr7,131109177,-,0
ENSG00000128585.18,MKLN1,protein_coding,chr7,131109096,+,2
ENSG00000236753.7,MKLN1-AS,lncRNA,chr7,131327313,-,1
ENSG00000273489.1,AC008264.2,lncRNA,chr7,131496695,-,0
ENSG00000128567.17,PODXL,protein_coding,chr7,131557218,-,0
ENSG00000224865.8,AC009518.1,lncRNA,chr7,131896289,+,0
ENSG00000221866.9,PLXNA4,protein_coding,chr7,132647689,-,0
ENSG00000225144.2,AC018643.1,lncRNA,chr7,132263152,+,0
ENSG00000223436.1,AC011625.1,lncRNA,chr7,132351334,+,0
ENSG00000183470.9,AC009365.1,lncRNA,chr7,132647794,+,0
ENSG00000225881.2,AC009365.3,lncRNA,chr7,132757970,+,0
ENSG00000106554.13,CHCHD3,protein_coding,chr7,133081091,-,1
ENSG00000227197.1,AC009365.4,lncRNA,chr7,132829693,+,0
ENSG00000131558.15,EXOC4,protein_coding,chr7,133252073,+,3
ENSG00000155530.3,LRGUK,protein_coding,chr7,134126299,+,2
ENSG00000231098.1,AC008154.2,lncRNA,chr7,134283500,+,1
ENSG00000205060.11,SLC35B4,protein_coding,chr7,134315931,-,2
ENSG00000229177.1,AC008154.1,lncRNA,chr7,134349792,-,0
ENSG00000273297.2,AC009275.1,lncRNA,chr7,134431535,-,1
ENSG00000085662.14,AKR1B1,protein_coding,chr7,134458285,-,2
ENSG00000198074.10,AKR1B10,protein_coding,chr7,134526567,+,3
ENSG00000227471.9,AKR1B15,protein_coding,chr7,134548110,+,0
ENSG00000172331.12,BPGM,protein_coding,chr7,134645811,+,7
ENSG00000224375.1,AC009276.1,lncRNA,chr7,134683144,+,0
ENSG00000122786.20,CALD1,protein_coding,chr7,134743252,+,0
ENSG00000286458.1,AC083870.1,lncRNA,chr7,134997154,-,1
ENSG00000146856.14,AGBL3,protein_coding,chr7,134985508,+,7
ENSG00000122783.16,CYREN,protein_coding,chr7,135169796,-,3
ENSG00000146859.6,TMEM140,protein_coding,chr7,135147072,+,3
ENSG00000272941.1,AC083862.2,lncRNA,chr7,135167403,+,3
ENSG00000287733.1,AC083862.3,lncRNA,chr7,135169816,+,7
ENSG00000105875.14,WDR91,protein_coding,chr7,135210535,-,0
ENSG00000231794.5,AC009542.1,lncRNA,chr7,135197401,+,0
ENSG00000146857.4,STRA8,protein_coding,chr7,135230979,+,1
ENSG00000080802.18,CNOT4,protein_coding,chr7,135509128,-,2
ENSG00000155561.15,NUP205,protein_coding,chr7,135556917,+,6
ENSG00000243317.8,STMP1,protein_coding,chr7,135661496,+,6
ENSG00000164707.15,SLC13A4,protein_coding,chr7,135728259,-,0
ENSG00000273219.1,AC091736.1,lncRNA,chr7,135703537,+,1
ENSG00000189320.9,FAM180A,protein_coding,chr7,135747814,-,0
ENSG00000224746.2,AC015987.1,lncRNA,chr7,135773521,+,0
ENSG00000105887.11,MTPN,protein_coding,chr7,135976360,-,1
ENSG00000267697.2,LUZP6,protein_coding,chr7,135926451,-,0
ENSG00000230649.3,AC024084.1,lncRNA,chr7,136024717,+,0
ENSG00000232053.7,AC078845.1,lncRNA,chr7,136091913,+,0
ENSG00000234352.9,AC009264.1,lncRNA,chr7,137181108,-,0
ENSG00000181072.11,CHRM2,protein_coding,chr7,136867669,+,0
ENSG00000105894.12,PTN,protein_coding,chr7,137342775,-,0
ENSG00000231114.1,AC078842.2,lncRNA,chr7,137317592,+,0
ENSG00000228031.4,AC078842.1,lncRNA,chr7,137353484,-,0
ENSG00000157680.15,DGKI,protein_coding,chr7,137846093,-,0
ENSG00000182158.15,CREB3L2,protein_coding,chr7,138001087,-,3
ENSG00000237243.1,CREB3L2-AS1,lncRNA,chr7,137952348,+,1
ENSG00000122787.15,AKR1D1,protein_coding,chr7,138001324,+,7
ENSG00000225559.1,AC083867.2,lncRNA,chr7,138162440,+,0
ENSG00000122779.18,TRIM24,protein_coding,chr7,138459259,+,6
ENSG00000157703.15,SVOPL,protein_coding,chr7,138700353,-,0
ENSG00000105929.16,ATP6V0A4,protein_coding,chr7,138798561,-,0
ENSG00000214128.11,TMEM213,protein_coding,chr7,138796952,+,2
ENSG00000122778.9,KIAA1549,protein_coding,chr7,138980319,-,1
ENSG00000146858.8,ZC3HAV1L,protein_coding,chr7,139035043,-,0
ENSG00000105939.13,ZC3HAV1,protein_coding,chr7,139108721,-,1
ENSG00000105948.13,TTC26,protein_coding,chr7,139132744,+,3
ENSG00000157741.15,UBN2,protein_coding,chr7,139229356,+,4
ENSG00000164898.13,FMC1,protein_coding,chr7,139338457,+,6
ENSG00000146963.18,LUC7L2,protein_coding,chr7,139339359,+,7
ENSG00000269955.2,FMC1-LUC7L2,protein_coding,chr7,139340360,+,7
ENSG00000273391.1,AC083880.1,lncRNA,chr7,139358567,-,2
ENSG00000188883.5,KLRG2,protein_coding,chr7,139482674,-,0
ENSG00000236279.7,CLEC2L,protein_coding,chr7,139522685,+,0
ENSG00000064393.16,HIPK2,protein_coding,chr7,139776999,-,0
ENSG00000059377.17,TBXAS1,protein_coding,chr7,139776051,+,3
ENSG00000059378.12,PARP12,protein_coding,chr7,140062722,-,1
ENSG00000006459.11,KDM7A,protein_coding,chr7,140175984,-,1
ENSG00000260231.2,KDM7A-DT,lncRNA,chr7,140176184,+,5
ENSG00000157800.18,SLC37A3,protein_coding,chr7,140403434,-,0
ENSG00000146955.10,RAB19,protein_coding,chr7,140403043,+,2
ENSG00000133606.11,MKRN1,protein_coding,chr7,140478537,-,1
ENSG00000146966.13,DENND2A,protein_coding,chr7,140672994,-,0
ENSG00000285904.1,AC006452.1,lncRNA,chr7,140639909,+,1
ENSG00000133597.11,ADCK2,protein_coding,chr7,140671945,+,3
ENSG00000090266.13,NDUFB2,protein_coding,chr7,140689777,+,1
ENSG00000240889.1,NDUFB2-AS1,lncRNA,chr7,140696078,-,1
ENSG00000157764.13,BRAF,protein_coding,chr7,140923929,-,1
ENSG00000090263.16,MRPS33,protein_coding,chr7,141014229,-,2
ENSG00000261115.6,TMEM178B,protein_coding,chr7,141073064,+,2
